player_id,player_url,short_name,long_name,player_positions,overall,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_jersey_number,club_joined_date,nationality_id,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
205498,/player/205498/luiz-frello-filho-jorge/240002,Jorginho,Luiz Frello Filho Jorge,"CDM, CM",83,31,1991-12-20,178,68,1,Arsenal,13,Premier League,1,20,2023-01-31,27,Italy,Right,53,67,84,81,74,73,14,7,13,14,8,
208093,/player/208093/gerard-moreno-balaguero/240002,Gerard Moreno,Gerard Moreno Balagueró,"ST, RM",83,31,1992-04-07,180,77,483,Villarreal,53,La Liga,1,7,2018-07-02,45,Spain,Left,77,85,77,81,46,72,15,12,7,12,10,
230481,/player/230481/ronaldo-jailson-cabrais-petri/240002,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,"CAM, RM",83,31,1992-02-29,177,75,383,Palmeiras,7,Serie A,1,10,2023-06-26,54,Brazil,Right,88,77,83,84,35,72,12,12,13,15,13,
236640,/player/236640/lynn-williams/240002,L. Williams,Lynn Raenie Williams,ST,83,30,1993/5/21,172,62,116310,NJ/NY Gotham W,2221,NWSL,1,10,2023/1/13,95,United States,Right,92,82,74,81,46,73,14,8,14,8,10,
265240,/player/265240/lia-walti/240002,L. Wälti,Lia Wälti,"CDM, CM",83,30,1993/4/19,167,56,116009,Arsenal W,2216,Women's Super League,1,13,2018/7/1,47,Switzerland,Right,80,62,77,83,81,76,7,11,10,6,14,
201153,/player/201153/alvaro-borja-morata-martin/240002,Morata,Álvaro Borja Morata Martín,ST,83,30,1992-10-23,190,84,240,Atlético Madrid,53,La Liga,1,19,2020-07-01,45,Spain,Right,82,82,72,79,31,79,4,5,4,4,5,
204638,/player/204638/willi-orban/240002,W. Orban,Vilmos Tamás Orban,CB,83,30,1992-11-03,186,87,112172,RB Leipzig,19,Bundesliga,1,4,2015-07-01,23,Hungary,Right,58,36,56,56,85,81,15,12,15,10,6,
208574,/player/208574/filip-kostic/240002,F. Kostić,Filip Kostić,"LM, LW",83,30,1992-11-01,184,84,45,Juventus,31,Serie A,1,11,2022-08-12,51,Serbia,Left,85,76,82,82,70,80,13,14,12,12,13,
210324,/player/210324/jonas-hofmann/240002,J. Hofmann,Jonas Hofmann,"CAM, RM, LM",83,30,1992-07-14,176,72,32,Bayer 04 Leverkusen,19,Bundesliga,1,7,2023-07-05,21,Germany,Right,76,79,83,81,64,73,6,6,10,10,10,
216352,/player/216352/marcelo-brozovic/240002,M. Brozović,Marcelo Brozović,"CDM, CM",83,30,1992-11-16,181,72,112139,Al Nassr,350,Pro League,1,77,2023-07-03,10,Croatia,Right,66,74,81,80,80,78,8,8,15,11,8,
216547,/player/216547/rafael-a-ferreira-silva/240002,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,"CF, RM",83,30,1993-05-17,172,66,234,Benfica,308,Liga Portugal,1,27,2016-08-31,38,Portugal,Right,93,77,77,86,50,54,9,11,11,12,8,
224179,/player/224179/borja-iglesias-quintas/240002,Borja Iglesias,Borja Iglesias Quintás,ST,83,30,1993-01-17,187,86,449,Real Betis,53,La Liga,1,9,2019-08-14,45,Spain,Right,69,84,66,76,40,82,14,12,16,13,16,
226998,/player/226998/magdalena-eriksson/240002,M. Eriksson,Magdalena Lilly Eriksson,"CB, LB",83,29,1993/9/8,173,66,115995,Bayern Munich W,2215,Bundesliga Women,1,5,2023/7/5,46,Sweden,Left,64,46,72,66,85,81,7,17,12,10,9,
227119,/player/227119/steph-catley/240002,S. Catley,Stephanie-Elise Catley,"LB, LW",83,29,1994/1/26,171,60,116009,Arsenal W,2216,Women's Super League,1,7,2022/1/17,195,Australia,Left,85,66,80,78,78,76,14,8,15,9,8,
227254,/player/227254/alex-greenwood/240002,A. Greenwood,Alex Greenwood,"CB, LB",83,29,1993/9/7,167,62,116017,Manchester City W,2216,Women's Super League,1,5,2020/9/9,14,England,Left,70,64,79,74,84,81,12,10,12,15,14,
247797,/player/247797/hannah-blundell/240002,H. Blundell,Hannah Jayne Blundell,"LB, RB",83,29,1994/5/25,163,54,116012,Manchester United W,2216,Women's Super League,1,6,2021/7/23,14,England,Right,71,54,72,72,83,72,13,14,5,11,12,
265275,/player/265275/leah-galton/240002,L. Galton,Leah Galton,"LM, CAM",83,29,1994/5/25,170,61,116012,Manchester United W,2216,Women's Super League,1,11,2018/7/1,14,England,Left,73,82,82,82,60,79,5,14,14,5,7,
202648,/player/202648/sergi-darder-moll/240002,Sergi Darder,Sergi Darder Moll,"CM, CDM, CAM",83,29,1993-12-22,180,71,453,Mallorca,53,La Liga,1,10,2023-08-11,45,Spain,Right,81,76,82,83,74,77,8,9,9,8,12,
205693,/player/205693/sebastien-haller/240002,S. Haller,Sébastien Haller,ST,83,29,1994-06-22,191,90,22,Borussia Dortmund,19,Bundesliga,1,9,2022-07-06,108,Côte d'Ivoire,Right,62,81,63,76,52,81,6,7,14,7,6,
208333,/player/208333/emre-can/240002,E. Can,Emre Can,"CDM, CB",83,29,1994-01-12,186,86,22,Borussia Dortmund,19,Bundesliga,1,23,2020-02-18,21,Germany,Right,79,78,77,79,82,87,14,8,8,13,11,
210406,/player/210406/piotr-zielinski/240002,P. Zieliński,Piotr Sebastian Zieliński,"CM, CAM",83,29,1994-05-20,180,75,48,Napoli,31,Serie A,1,20,2016-08-04,37,Poland,Right,81,77,81,86,71,63,12,9,12,11,6,
216594,/player/216594/nabil-fekir/240002,N. Fekir,Nabil Fekir,CAM,83,29,1993-07-18,173,75,449,Real Betis,53,La Liga,1,8,2019-07-23,18,France,Left,82,81,81,86,39,80,15,9,8,14,15,
227346,/player/227346/griedge-mbock/240002,G. Mbock,Griedge Yinda Colette Mbock Bathy Nka,CB,83,28,1995/2/26,172,68,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,29,2015/7/1,18,France,Right,63,55,66,65,85,81,7,16,12,12,15,
216460,/player/216460/jose-maria-gimenez/240002,J. Giménez,José María Giménez de Vargas,CB,83,28,1995-01-20,185,79,240,Atlético Madrid,53,La Liga,1,2,2013-07-01,60,Uruguay,Right,71,46,58,61,85,82,9,11,7,10,15,
233756,/player/233756/dominique-janssen/240002,D. Janssen,Dominique Johanna Anna Petrone Janssen,"CB, LB",83,28,1995/1/17,174,63,115998,Wolfsburg W,2215,Bundesliga Women,1,6,2019/7/1,34,Netherlands,Right,78,59,75,75,83,80,17,15,16,15,16,
225659,/player/225659/guido-rodriguez/240002,G. Rodríguez,Guido Rodríguez,CDM,83,28,1995-04-11,185,80,449,Real Betis,53,La Liga,1,5,2020-01-14,52,Argentina,Right,51,58,72,70,85,80,12,11,14,16,6,
241023,/player/241023/ludmila-da-silva/240002,Ludmila,Ludmila da Silva,"ST, RW",83,28,1994/12/1,163,60,116327,Atletico Madrid W,2222,Primera Division Women,1,8,2022/2/24,54,Brazil,Right,87,81,69,84,38,79,15,6,9,11,12,
264886,/player/264886/glodis-perla-viggosdottir/240002,G. Viggósdóttir,Glódís Perla Viggósdóttir,CB,83,28,1995/6/27,172,65,115995,Bayern Munich W,2215,Bundesliga Women,1,4,2021/7/1,24,Iceland,Right,72,54,67,61,86,77,6,13,6,8,14,
202652,/player/202652/raheem-sterling/240002,R. Sterling,Raheem Sterling,"LW, RW, ST",83,28,1994-12-08,170,69,5,Chelsea,13,Premier League,1,7,2022-07-13,14,England,Right,85,78,76,85,45,67,15,12,12,15,9,
210413,/player/210413/alessio-romagnoli/240002,A. Romagnoli,Alessio Romagnoli,CB,83,28,1995-01-12,185,75,46,Lazio,31,Serie A,1,13,2022-07-13,27,Italy,Left,69,40,56,69,85,80,9,14,12,8,9,
247513,/player/247513/vanessa-gilles/240002,V. Gilles,Vanessa Brigitte Gilles,CB,83,27,1996/3/11,174,58,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,21,,70,Canada,Right,62,38,53,53,86,81,8,10,9,14,12,
243775,/player/243775/casey-murphy/240002,C. Murphy,Casey Grace Murphy,GK,83,27,1996/4/25,183,70,116303,North Carolina Courage W,2221,NWSL,1,1,2018/1/1,95,United States,Right,,,,,,,84,82,74,86,85,40
213661,/player/213661/andreas-christensen/240002,A. Christensen,Andreas Bødtker Christensen,CB,83,27,1996-04-10,187,82,241,FC Barcelona,53,La Liga,1,15,2022-07-04,13,Denmark,Right,67,32,68,71,85,76,10,12,8,6,8,
229582,/player/229582/gianluca-mancini/240002,G. Mancini,Gianluca Mancini,CB,83,27,1996-04-17,190,77,52,Roma,31,Serie A,1,23,2020-07-01,27,Italy,Right,67,45,54,62,83,86,13,12,8,6,8,
233838,/player/233838/felicitas-rauch/240002,F. Rauch,Felicitas Rauch,LB,83,27,1996/4/30,167,61,115998,Wolfsburg W,2215,Bundesliga Women,1,13,2019/7/1,21,Germany,Left,80,51,71,76,81,76,17,15,16,13,9,
226851,/player/226851/benjamin-pavard/240002,B. Pavard,Benjamin Pavard,"CB, RB",83,27,1996-03-28,186,81,44,Inter,31,Serie A,1,28,2023-08-30,18,France,Right,70,62,73,72,85,78,9,7,15,7,15,
227236,/player/227236/andre-franck-zambo-anguissa/240002,A. Zambo Anguissa,André-Franck Zambo Anguissa,"CDM, CM",83,27,1995-11-16,184,78,48,Napoli,31,Serie A,1,99,2022-05-26,103,Cameroon,Right,78,68,72,81,81,86,11,11,9,8,11,
228251,/player/228251/lorenzo-pellegrini/240002,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM, CF",83,27,1996-06-19,186,77,52,Roma,31,Serie A,1,7,2017-07-01,27,Italy,Right,79,76,83,83,74,78,12,7,10,13,11,
229391,/player/229391/joao-maria-palhinha-goncalves/240002,Palhinha,João Maria Lobo Alves Palhinha Gonçalves,"CDM, CM",83,27,1995-07-09,190,85,144,Fulham,13,Premier League,1,26,2022-07-04,38,Portugal,Right,62,67,71,76,84,89,14,10,8,7,7,
234236,/player/234236/patrik-schick/240002,P. Schick,Patrik Schick,ST,83,27,1996-01-24,191,86,32,Bayer 04 Leverkusen,19,Bundesliga,1,14,2020-09-08,12,Czech Republic,Left,79,80,71,81,37,76,11,15,8,9,14,
205988,/player/205988/luke-shaw/240002,L. Shaw,Luke Shaw,"LB, CB",83,27,1995-07-12,181,75,11,Manchester United,13,Premier League,1,23,2014-06-27,14,England,Left,76,57,82,79,81,78,10,12,13,7,7,
220834,/player/220834/marco-asensio-willemsen/240002,Marco Asensio,Marco Asensio Willemsen,RW,83,27,1996-01-21,182,76,73,Paris Saint Germain,16,Ligue 1,1,11,2023-07-06,45,Spain,Left,81,81,81,83,43,63,13,9,6,12,10,
230869,/player/230869/unai-simon-mendibil/240002,Unai Simón,Unai Simón Mendibil,GK,83,26,1997-06-11,190,89,448,Athletic Club,53,La Liga,1,1,2015-08-25,45,Spain,Right,,,,,,,84,79,77,84,85,49
241464,/player/241464/pau-francisco-torres/240002,Pau Torres,Pau Francisco Torres,CB,83,26,1997-01-16,191,80,2,Aston Villa,13,Premier League,1,14,2023-07-12,45,Spain,Left,72,38,68,70,84,81,11,13,13,13,9,
225116,/player/225116/alex-meret/240002,A. Meret,Alex Meret,GK,83,26,1997-03-22,190,83,48,Napoli,31,Serie A,1,1,2019-07-01,27,Italy,Left,,,,,,,83,80,72,83,86,44
225375,/player/225375/konrad-laimer/240002,K. Laimer,Konrad Laimer,"CDM, CM",83,26,1997-05-27,180,72,21,FC Bayern München,19,Bundesliga,1,27,2023-07-01,4,Austria,Right,80,69,77,78,81,79,9,12,12,13,12,
230142,/player/230142/mikel-oyarzabal-ugarte/240002,Oyarzabal,Mikel Oyarzabal Ugarte,"LM, RM, LW",83,26,1997-04-21,181,79,457,Real Sociedad,53,La Liga,1,10,2014-07-01,45,Spain,Left,77,83,80,83,41,62,10,6,10,13,11,
262058,/player/262058/tabea-sellner/240002,T. Sellner,Tabea Waßmuth,LM,83,26,1996/8/25,170,62,115998,Wolfsburg W,2215,Bundesliga Women,1,28,2021/7/1,21,Germany,Right,81,80,80,82,28,70,6,10,9,6,12,
264994,/player/264994/katharina-naschenweng/240002,K. Naschenweng,Katharina Naschenweng,"LB, LM",83,25,1997/12/16,168,57,115995,Bayern Munich W,2215,Bundesliga Women,1,19,2023/7/1,4,Austria,Left,77,50,77,79,82,74,11,6,13,6,6,
244260,/player/244260/daniel-olmo-carvajal/240002,Dani Olmo,Daniel Olmo Carvajal,"CAM, CF",83,25,1998-05-07,179,72,112172,RB Leipzig,19,Bundesliga,1,7,2020-01-25,45,Spain,Right,68,76,82,86,50,59,15,15,13,12,11,
261773,/player/261773/laura-freigang/240002,L. Freigang,Laura Freigang,"CAM, ST",83,25,1998/2/1,171,62,115997,Eintracht Frankfurt W,2215,Bundesliga Women,1,10,2018/7/1,21,Germany,Right,81,84,72,81,26,72,8,10,13,5,14,
245882,/player/245882/erin-cuthbert/240002,E. Cuthbert,Erin Jacqueline Cuthbert,"CM, CDM",83,24,1998/7/19,163,60,116010,Chelsea W,2216,Women's Super League,1,22,2017/1/1,42,Scotland,Right,78,80,81,82,75,69,12,7,5,7,14,
264939,/player/264939/lara-prasnikar/240002,L. Prašnikar,Lara Prašnikar,ST,83,24,1998/8/8,171,64,115997,Eintracht Frankfurt W,2215,Bundesliga Women,1,7,2020/7/1,44,Slovenia,Right,75,84,69,83,44,75,15,13,7,13,8,
264968,/player/264968/mathilde-bourdieu/240002,M. Bourdieu,Mathilde Bourdieu,ST,83,24,1999/4/15,165,67,116035,Paris W,2218,Feminine Division 1,1,9,2017/7/1,18,France,Right,80,84,71,82,36,74,7,12,8,9,11,
272001,/player/272001/mayra-ramirez/240002,M. Ramírez,Mayra Ramírez,ST,83,24,1999/3/23,178,74,116333,Levante W,2222,Primera Division Women,1,7,2018/1/1,56,Colombia,Right,89,83,75,85,33,86,5,8,11,10,5,
242516,/player/242516/cody-gakpo/240002,C. Gakpo,Cody Mathès Gakpo,"CF, LW",83,24,1999-05-07,189,76,9,Liverpool,13,Premier League,1,18,2023-01-03,34,Netherlands,Right,85,82,78,84,42,73,15,11,7,9,5,
272076,/player/272076/racheal-kundananji/240002,R. Kundananji,Racheal Kundananji,ST,83,23,2000/6/3,175,65,116334,Madrid CFF W,2222,Primera Division Women,1,9,2018/1/1,147,Zambia,Right,91,82,69,83,40,87,10,6,14,15,7,
240030,/player/240030/ellie-carpenter/240002,E. Carpenter,Ellie Madison Carpenter,RB,83,23,2000/4/28,164,60,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,12,2020/7/3,195,Australia,Right,81,51,78,77,81,78,9,17,15,11,14,
246630,/player/246630/rasheedat-ajibade/240002,R. Ajibade,Rasheedat Busayo Ajibade,"ST, LW",83,23,1999/12/8,160,53,116327,Atletico Madrid W,2222,Primera Division Women,1,16,2022/2/24,133,Nigeria,Right,88,83,70,84,37,76,10,13,7,12,11,
263011,/player/263011/ella-toone/240002,E. Toone,Ella Toone,"CAM, CM",83,23,1999/9/2,163,57,116012,Manchester United W,2216,Women's Super League,1,7,2018/7/1,14,England,Right,81,79,77,85,51,65,7,11,8,9,8,
246430,/player/246430/dusan-vlahovic/240002,D. Vlahović,Dušan Vlahović,ST,83,23,2000-01-28,190,75,45,Juventus,31,Serie A,1,9,2022-01-28,51,Serbia,Left,80,85,66,79,29,82,5,15,6,11,10,
247819,/player/247819/nico-schlotterbeck/240002,N. Schlotterbeck,Nico Schlotterbeck,CB,83,23,1999-12-01,191,90,22,Borussia Dortmund,19,Bundesliga,1,4,2022-07-01,21,Germany,Left,78,58,67,73,85,82,8,10,8,14,13,
247788,/player/247788/giulia-gwinn/240002,G. Gwinn,Giulia Ronja Gwinn,"LB, RB",83,23,1999/7/2,172,58,115995,Bayern Munich W,2215,Bundesliga Women,1,7,2019/7/1,21,Germany,Right,80,59,77,84,80,69,5,8,10,15,5,
266933,/player/266933/arianna-caruso/240002,A. Caruso,Arianna Caruso,"CM, CAM, RM",83,23,1999/11/6,165,55,116280,Juventus W,603,Serie A Women,1,21,2017/7/1,27,Italy,Right,74,79,82,87,70,72,15,13,13,11,7,
251809,/player/251809/sven-botman/240002,S. Botman,Sven Botman,CB,83,23,2000-01-12,193,81,13,Newcastle United,13,Premier League,1,4,2022-07-01,34,Netherlands,Left,65,37,63,66,84,84,12,9,8,6,14,
243715,/player/243715/william-saliba/240002,W. Saliba,William Alain André Gabriel Saliba,CB,83,22,2001-03-24,193,85,1,Arsenal,13,Premier League,1,2,2019-07-25,18,France,Right,82,39,69,73,84,82,7,10,6,8,11,
247090,/player/247090/enzo-fernandez/240002,E. Fernández,Enzo Jeremías Fernández,"CM, CDM",83,22,2001-01-17,178,76,5,Chelsea,13,Premier League,1,8,2023-01-31,52,Argentina,Right,73,73,81,80,75,79,8,6,7,8,10,
248822,/player/248822/klara-buhl/240002,K. Bühl,Klara Bühl,"LM, CAM",83,22,2000/12/7,172,65,115995,Bayern Munich W,2215,Bundesliga Women,1,17,2022/1/14,21,Germany,Right,82,85,77,83,34,69,9,6,13,14,9,
234396,/player/234396/alphonso-davies/240002,A. Davies,Alphonso Boyle Davies,"LB, LM",83,22,2000-11-02,185,77,21,FC Bayern München,19,Bundesliga,1,19,2019-01-01,70,Canada,Left,95,66,78,84,74,77,11,11,6,5,14,
253149,/player/253149/jeremie-frimpong/240002,J. Frimpong,Jeremie Agyekum Frimpong,"RWB, RM",83,22,2000-12-10,171,64,32,Bayer 04 Leverkusen,19,Bundesliga,1,30,2021-01-27,34,Netherlands,Right,94,56,75,84,74,70,12,7,8,13,14,
262531,/player/262531/claudia-pina-medina/240002,Claudia Pina,Claudia Pina Medina,"CAM, CM, LW",83,21,2001/8/12,165,59,116325,Barcelona W,2222,Primera Division Women,1,6,2018/7/1,45,Spain,Right,73,82,81,82,45,68,6,13,6,13,12,
265249,/player/265249/lauren-james/240002,L. James,Lauren James,"RW, ST, CAM",83,21,2001/9/29,175,77,116010,Chelsea W,2216,Women's Super League,1,10,2021/7/1,14,England,Right,87,78,80,85,28,80,14,5,9,13,9,
264240,/player/264240/pablo-martin-paez-gavira/240002,Gavi,Pablo Martín Páez Gavira,"CM, LW",83,18,2004-08-05,173,70,241,FC Barcelona,53,La Liga,1,6,2020-07-01,45,Spain,Right,76,66,78,85,68,70,8,10,11,7,13,
226325,/player/226325/ali-krieger/240002,A. Krieger,Alexandra Blaire Krieger,CB,82,38,1984/7/28,168,60,116310,NJ/NY Gotham W,2221,NWSL,1,11,2022/1/28,95,United States,Right,72,50,67,72,85,79,14,7,8,14,11,
226975,/player/226975/caroline-seger/240002,C. Seger,Sara Caroline Seger,"CM, CDM",82,38,1985/3/19,176,62,131362,Rosengard W,814,Damallsvenskan Women,1,17,2023/6/16,46,Sweden,Right,49,76,81,78,82,78,15,8,14,17,12,
227326,/player/227326/gaetane-thiney/240002,G. Thiney,Gaëtane Thiney,CAM,82,37,1985/10/28,170,62,116035,Paris W,2218,Feminine Division 1,1,17,2008/7/1,18,France,Right,58,79,83,81,50,69,14,14,14,7,10,
226991,/player/226991/linda-sembrant/240002,L. Sembrant,Linda Birgitta Sembrant,"CB, CM",82,36,1987/5/15,175,67,116280,Juventus W,603,Serie A Women,1,32,2019/7/1,46,Sweden,Left,69,33,60,74,83,80,14,15,15,8,15,
178509,/player/178509/olivier-giroud/240002,O. Giroud,Olivier Giroud,ST,82,36,1986-09-30,193,91,47,Milan,31,Serie A,1,9,2021-07-17,18,France,Left,43,83,74,74,42,80,12,15,11,6,5,
184134,/player/184134/fernando-reges-mouta/240002,Fernando,Fernando Francisco Reges,"CDM, CB",82,35,1987-07-25,183,76,481,Sevilla,53,La Liga,1,20,2019-07-12,54,Brazil,Right,63,62,74,73,82,81,7,5,9,3,5,
192366,/player/192366/nicolas-otamendi/240002,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,CB,82,35,1988-02-12,183,78,234,Benfica,308,Liga Portugal,1,30,2020-09-29,52,Argentina,Right,64,57,64,59,83,85,12,5,8,11,12,
199434,/player/199434/dusan-tadic/240002,D. Tadić,Dušan Tadić,"LW, CF, RW",82,34,1988-11-20,181,76,326,Fenerbahçe,68,Super Lig,1,10,2023-07-16,51,Serbia,Left,64,80,85,83,43,76,11,11,14,9,16,
226973,/player/226973/sofia-jakobsson/240002,S. Jakobsson,Eva Sofia Jakobsson,"LM, RM",82,33,1990/4/23,174,62,116312,San Diego Wave W,2221,NWSL,1,10,2018/1/1,46,Sweden,Right,81,78,78,80,54,72,9,10,10,7,10,
173608,/player/173608/jose-luis-mato-sanmartin/240002,Joselu,José Luis Mato Sanmartín,ST,82,33,1990-03-27,192,80,243,Real Madrid,53,La Liga,1,14,,45,Spain,Right,63,84,69,74,33,77,11,11,8,15,7,
226985,/player/226985/olivia-schough/240002,O. Schough,Olivia Alma Charlotta Schough,"LW, ST, LM",82,32,1991/3/11,172,60,131362,Rosengard W,814,Damallsvenskan Women,1,22,2023/6/26,46,Sweden,Right,79,80,77,81,41,73,13,15,12,10,11,
227421,/player/227421/rafaelle-leone-carvalho-souza/240002,Rafaelle,Rafaelle Leone Carvalho Souza,CB,82,32,1991/6/18,175,64,116307,Orlando Pride W,2221,NWSL,1,4,2023/7/3,54,Brazil,Left,64,39,68,65,83,79,16,16,8,12,7,
264892,/player/264892/ramona-bachmann/240002,R. Bachmann,Ramona Bachmann,"LW, ST",82,32,1990/12/25,162,59,116034,Paris Saint Germain W,2218,Feminine Division 1,1,10,2020/7/3,47,Switzerland,Right,71,81,78,83,53,78,5,14,13,15,13,
199482,/player/199482/anthony-lopes/240002,A. Lopes,Anthony Lopes,GK,82,32,1990-10-01,184,81,66,Olympique Lyonnais,16,Ligue 1,1,1,2011-07-01,38,Portugal,Left,,,,,,,84,77,71,80,86,63
204525,/player/204525/inigo-martinez-berridi/240002,Iñigo Martínez,Íñigo Martínez Berridi,CB,82,32,1991-05-17,182,76,241,FC Barcelona,53,La Liga,1,5,2023-07-05,45,Spain,Left,71,56,67,61,82,80,12,16,11,13,11,
204639,/player/204639/stefan-savic/240002,S. Savić,Stefan Savić,CB,82,32,1991-01-08,187,80,240,Atlético Madrid,53,La Liga,1,15,2015-07-20,15,Montenegro,Right,64,35,57,57,85,80,14,13,14,13,12,
268940,/player/268940/ana-maria-crnogorcevic/240002,"A. CrnogorčeviāEAna-Maria CrnogorčeviāE""RW"," LB""",82,82,32,1990/10/3,175,65,116327,Atletico Madrid W,2222,Primera Division Women,1,21,2023/9/6,47,Switzerland,Right,79,79,76,84,72,82,5,5,11,12,10,
227101,/player/227101/emilie-haavi/240002,E. Haavi,Emilie Bosshard Haavi,"LW, RW",82,31,1992/6/16,164,59,,,,,,,,36,Norway,Right,88,77,80,83,64,69,11,15,14,8,8,
227353,/player/227353/kenza-dali/240002,K. Dali,Kenza Dali,"CM, CAM",82,31,1991/7/31,165,61,116015,Aston Villa W,2216,Women's Super League,1,10,2022/8/5,18,France,Right,72,79,82,85,68,71,11,8,16,15,11,
227357,/player/227357/annaig-butel/240002,A. Butel,Anaïg Charlotte Thérese Butel,CB,82,31,1992/2/15,167,53,116304,Washington Spirit W,2221,NWSL,1,5,2023/9/13,18,France,Right,64,42,65,65,84,77,8,10,10,13,14,
233751,/player/233751/danielle-van-de-donk/240002,D. van de Donk,Daniëlle van de Donk,"CAM, CM",82,31,1991/8/5,160,54,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,17,2021/7/1,34,Netherlands,Right,72,76,79,86,62,74,15,9,17,11,10,
267268,/player/267268/vanessa-dibernardo/240002,V. DiBernardo,Vanessa DiBernardo,"CM, CDM",82,31,1992/5/15,163,53,116309,Kansas City W,2221,NWSL,1,16,2022/12/7,95,United States,Right,75,76,78,83,65,73,14,6,6,12,14,
192318,/player/192318/mario-gotze/240002,M. Götze,Mario Götze,"CAM, CF, LM",82,31,1992-06-03,176,72,1824,Eintracht Frankfurt,19,Bundesliga,1,27,2022-07-01,21,Germany,Right,63,75,83,85,55,71,14,7,12,6,10,
196978,/player/196978/callum-wilson/240002,C. Wilson,Callum Wilson,ST,82,31,1992-02-27,180,66,13,Newcastle United,13,Premier League,1,9,2020-09-07,14,England,Right,80,82,67,79,42,76,10,15,8,10,6,
198176,/player/198176/stefan-de-vrij/240002,S. de Vrij,Stefan de Vrij,CB,82,31,1992-02-05,189,78,44,Inter,31,Serie A,1,6,2018-07-01,34,Netherlands,Right,64,41,64,69,84,76,8,10,7,14,13,
201942,/player/201942/roberto-firmino-barbosa-de-oliveira/240002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,"CF, ST",82,31,1991-10-02,181,76,112387,Al Ahli Jeddah,350,Pro League,1,10,2023-07-04,54,Brazil,Right,70,77,79,87,58,77,8,11,9,6,10,
204963,/player/204963/daniel-carvajal-ramos/240002,Carvajal,Daniel Carvajal Ramos,RB,82,31,1992-01-11,173,73,243,Real Madrid,53,La Liga,1,2,2013-07-05,45,Spain,Right,82,54,76,79,77,79,13,13,15,9,15,
210047,/player/210047/fabian-schar/240002,F. Schär,Fabian Lukas Schär,CB,82,31,1991-12-20,188,84,13,Newcastle United,13,Premier League,1,5,2018-07-26,47,Switzerland,Right,54,68,75,73,84,77,8,9,11,10,15,
230375,/player/230375/josue-durval-chiamulera-vaz/240002,Josué Chiamulera,Josué Durval Chiamulera Vaz,CB,82,31,1992-02-29,185,80,1039,Athletico Paranaense,7,Serie A,1,6,2023-06-26,54,Brazil,Right,78,43,56,64,84,79,16,15,13,15,10,
234642,/player/234642/edouard-mendy/240002,É. Mendy,Édouard Mendy,GK,82,31,1992-03-01,197,86,112387,Al Ahli Jeddah,350,Pro League,1,16,2023-07-01,136,Senegal,Right,,,,,,,80,79,81,81,83,34
233150,/player/233150/leila-ouahabi-el-ouahabi/240002,Leila Ouahabi,Leila Ouahabi El Ouahabi,LB,82,30,1993/3/22,172,61,116017,Manchester City W,2216,Women's Super League,1,15,2022/7/1,45,Spain,Left,75,52,71,72,81,73,15,7,15,13,16,
239344,/player/239344/carolin-simon/240002,C. Simon,Carolin Simon,"LB, LM",82,30,1992/11/24,174,67,115995,Bayern Munich W,2215,Bundesliga Women,1,30,2019/7/1,21,Germany,Left,76,54,74,79,80,71,12,7,10,11,12,
242024,/player/242024/sofia-huerta/240002,S. Huerta,Sofia Christine Huerta,RB,82,30,1992/12/14,168,60,116300,OL Reign W,2221,NWSL,1,11,2018/1/1,95,United States,Right,80,56,74,78,77,73,8,12,16,12,16,
246287,/player/246287/angela-sosa-martin/240002,Ángela Sosa,Ángela Sosa Martín,"CAM, CM",82,30,1993/1/16,166,56,116333,Levante W,2222,Primera Division Women,1,11,2023/7/11,45,Spain,Right,74,83,83,84,64,75,7,6,9,8,13,
199503,/player/199503/granit-xhaka/240002,G. Xhaka,Granit Xhaka,"CM, CDM",82,30,1992-09-27,185,82,32,Bayer 04 Leverkusen,19,Bundesliga,1,34,2023-07-06,47,Switzerland,Left,49,74,82,73,75,82,7,8,11,7,13,
211738,/player/211738/mark-flekken/240002,M. Flekken,Mark Flekken,GK,82,30,1993-06-13,195,87,1925,Brentford,13,Premier League,1,1,2023-07-01,34,Netherlands,Right,,,,,,,81,74,83,81,85,31
212096,/player/212096/vincenzo-grifo/240002,V. Grifo,Vincenzo Grifo,"LM, CF, CAM",82,30,1993-04-07,180,76,25,SC Freiburg,19,Bundesliga,1,32,2019-09-02,27,Italy,Right,71,80,83,81,40,64,10,12,8,8,14,
212814,/player/212814/joao-mario-n-costa-eduardo/240002,João Mário,João Mário Naval da Costa Eduardo,"RM, LM, CM",82,30,1993-01-19,179,73,234,Benfica,308,Liga Portugal,1,20,2021-07-13,38,Portugal,Right,70,79,81,83,69,70,6,15,8,8,8,
